index,epoch,gold_label,predicted_label
78,1,0,tensor(0)
79,1,0,tensor(1)
80,1,0,tensor(0)
81,1,0,tensor(1)
82,1,0,tensor(1)
83,1,0,tensor(1)
84,1,0,tensor(1)
85,1,0,tensor(0)
86,1,0,tensor(0)
87,1,0,tensor(4)
88,1,0,tensor(0)
89,1,0,tensor(4)
90,1,0,tensor(1)
91,1,0,tensor(1)
92,1,0,tensor(2)
93,1,0,tensor(1)
94,1,0,tensor(1)
95,1,0,tensor(0)
96,1,0,tensor(1)
97,1,0,tensor(0)
98,1,0,tensor(4)
99,1,0,tensor(1)
100,1,0,tensor(1)
101,1,0,tensor(1)
102,1,0,tensor(2)
103,1,0,tensor(1)
104,1,0,tensor(4)
105,1,0,tensor(0)
106,1,0,tensor(1)
107,1,0,tensor(0)
108,1,0,tensor(2)
109,1,0,tensor(1)
110,1,0,tensor(1)
111,1,0,tensor(1)
112,1,0,tensor(1)
113,1,0,tensor(4)
114,1,0,tensor(2)
115,1,0,tensor(1)
116,1,0,tensor(1)
117,1,0,tensor(1)
118,1,0,tensor(1)
119,1,0,tensor(1)
120,1,0,tensor(4)
121,1,0,tensor(4)
122,1,0,tensor(0)
123,1,0,tensor(1)
124,1,0,tensor(1)
125,1,0,tensor(1)
126,1,0,tensor(1)
127,1,0,tensor(4)
128,1,0,tensor(4)
129,1,0,tensor(4)
130,1,0,tensor(1)
131,1,0,tensor(1)
132,1,0,tensor(1)
133,1,0,tensor(2)
134,1,0,tensor(1)
135,1,0,tensor(1)
136,1,0,tensor(1)
137,1,0,tensor(1)
138,1,0,tensor(1)
139,1,0,tensor(1)
140,1,0,tensor(1)
141,1,0,tensor(4)
142,1,0,tensor(1)
143,1,0,tensor(3)
144,1,0,tensor(2)
145,1,0,tensor(4)
146,1,0,tensor(1)
147,1,0,tensor(1)
148,1,0,tensor(0)
149,1,0,tensor(2)
150,1,0,tensor(0)
151,1,0,tensor(4)
152,1,0,tensor(1)
153,1,0,tensor(4)
154,1,0,tensor(1)
155,1,0,tensor(1)
156,1,0,tensor(0)
157,1,0,tensor(1)
158,1,0,tensor(4)
159,1,0,tensor(1)
160,1,0,tensor(1)
161,1,0,tensor(4)
162,1,0,tensor(0)
163,1,0,tensor(1)
164,1,0,tensor(1)
165,1,0,tensor(0)
166,1,0,tensor(1)
167,1,0,tensor(4)
168,1,0,tensor(1)
169,1,0,tensor(1)
170,1,0,tensor(1)
171,1,0,tensor(4)
172,1,0,tensor(1)
173,1,0,tensor(1)
174,1,0,tensor(1)
175,1,0,tensor(1)
176,1,0,tensor(1)
177,1,0,tensor(1)
178,1,0,tensor(1)
179,1,0,tensor(1)
180,1,0,tensor(1)
181,1,0,tensor(1)
182,1,0,tensor(2)
183,1,0,tensor(2)
184,1,0,tensor(1)
185,1,0,tensor(2)
186,1,0,tensor(2)
187,1,0,tensor(1)
188,1,0,tensor(2)
189,1,0,tensor(1)
190,1,0,tensor(1)
191,1,0,tensor(2)
192,1,0,tensor(1)
193,1,0,tensor(1)
194,1,0,tensor(1)
195,1,0,tensor(4)
196,1,0,tensor(4)
197,1,0,tensor(2)
198,1,0,tensor(2)
199,1,0,tensor(1)
200,1,0,tensor(4)
201,1,0,tensor(1)
202,1,0,tensor(1)
203,1,0,tensor(1)
204,1,0,tensor(1)
205,1,0,tensor(1)
206,1,0,tensor(1)
207,1,0,tensor(1)
208,1,0,tensor(0)
209,1,0,tensor(0)
210,1,0,tensor(1)
211,1,0,tensor(1)
212,1,0,tensor(1)
213,1,0,tensor(1)
214,1,0,tensor(1)
215,1,0,tensor(1)
216,1,0,tensor(3)
217,1,0,tensor(1)
218,1,0,tensor(4)
219,1,0,tensor(4)
220,1,0,tensor(1)
221,1,0,tensor(1)
222,1,0,tensor(1)
223,1,0,tensor(1)
224,1,0,tensor(4)
225,1,0,tensor(2)
226,1,0,tensor(1)
227,1,0,tensor(1)
228,1,0,tensor(1)
229,1,0,tensor(4)
230,1,0,tensor(1)
231,1,0,tensor(1)
232,1,0,tensor(1)
233,1,0,tensor(1)
234,1,0,tensor(2)
235,1,0,tensor(1)
236,1,0,tensor(1)
237,1,0,tensor(1)
238,1,0,tensor(1)
239,1,0,tensor(4)
240,1,0,tensor(4)
241,1,0,tensor(1)
242,1,0,tensor(3)
243,1,0,tensor(1)
244,1,0,tensor(1)
245,1,0,tensor(1)
246,1,0,tensor(1)
247,1,0,tensor(1)
248,1,0,tensor(4)
249,1,0,tensor(0)
250,1,0,tensor(4)
251,1,0,tensor(1)
252,1,0,tensor(0)
253,1,0,tensor(1)
254,1,0,tensor(0)
255,1,0,tensor(1)
256,1,0,tensor(1)
257,1,0,tensor(1)
258,1,0,tensor(1)
259,1,0,tensor(1)
260,1,0,tensor(1)
261,1,0,tensor(1)
262,1,0,tensor(1)
263,1,0,tensor(3)
264,1,0,tensor(4)
265,1,0,tensor(4)
266,1,0,tensor(0)
267,1,0,tensor(1)
268,1,0,tensor(1)
269,1,0,tensor(4)
270,1,0,tensor(0)
271,1,0,tensor(1)
272,1,0,tensor(2)
273,1,0,tensor(1)
274,1,0,tensor(1)
275,1,0,tensor(2)
276,1,0,tensor(1)
277,1,0,tensor(1)
278,1,0,tensor(0)
279,1,0,tensor(1)
280,1,0,tensor(4)
281,1,0,tensor(2)
282,1,0,tensor(1)
283,1,0,tensor(1)
284,1,0,tensor(1)
285,1,0,tensor(0)
286,1,0,tensor(1)
287,1,0,tensor(1)
288,1,0,tensor(4)
289,1,0,tensor(1)
290,1,0,tensor(1)
291,1,0,tensor(1)
292,1,0,tensor(2)
293,1,0,tensor(2)
294,1,0,tensor(4)
295,1,0,tensor(0)
296,1,0,tensor(1)
297,1,0,tensor(1)
298,1,0,tensor(0)
299,1,0,tensor(1)
300,1,0,tensor(1)
301,1,0,tensor(1)
302,1,0,tensor(1)
303,1,0,tensor(2)
304,1,0,tensor(0)
305,1,0,tensor(2)
306,1,0,tensor(0)
307,1,0,tensor(0)
308,1,0,tensor(1)
309,1,0,tensor(0)
310,1,0,tensor(1)
311,1,0,tensor(1)
312,1,0,tensor(0)
313,1,0,tensor(4)
314,1,0,tensor(1)
315,1,0,tensor(1)
316,1,0,tensor(0)
317,1,0,tensor(4)
318,1,0,tensor(1)
319,1,0,tensor(1)
320,1,1,tensor(1)
321,1,1,tensor(4)
322,1,1,tensor(1)
323,1,1,tensor(2)
324,1,1,tensor(2)
325,1,1,tensor(1)
326,1,1,tensor(0)
327,1,1,tensor(1)
328,1,1,tensor(0)
329,1,1,tensor(0)
330,1,1,tensor(2)
331,1,1,tensor(1)
332,1,1,tensor(2)
333,1,1,tensor(1)
334,1,1,tensor(2)
335,1,1,tensor(4)
336,1,1,tensor(0)
337,1,1,tensor(4)
338,1,1,tensor(1)
339,1,1,tensor(0)
340,1,1,tensor(1)
341,1,1,tensor(0)
342,1,1,tensor(4)
343,1,1,tensor(1)
344,1,1,tensor(1)
345,1,1,tensor(1)
346,1,1,tensor(2)
347,1,1,tensor(1)
348,1,1,tensor(1)
349,1,1,tensor(1)
350,1,1,tensor(1)
351,1,1,tensor(1)
352,1,1,tensor(0)
353,1,1,tensor(2)
354,1,1,tensor(1)
355,1,1,tensor(1)
356,1,1,tensor(1)
357,1,1,tensor(1)
358,1,1,tensor(1)
359,1,1,tensor(2)
360,1,1,tensor(1)
361,1,1,tensor(1)
362,1,1,tensor(1)
363,1,1,tensor(1)
364,1,1,tensor(1)
365,1,1,tensor(4)
366,1,1,tensor(0)
367,1,1,tensor(1)
368,1,1,tensor(0)
369,1,1,tensor(1)
370,1,1,tensor(0)
371,1,1,tensor(1)
372,1,1,tensor(1)
373,1,1,tensor(2)
374,1,1,tensor(0)
375,1,1,tensor(2)
376,1,1,tensor(1)
377,1,1,tensor(0)
378,1,1,tensor(0)
379,1,1,tensor(4)
380,1,1,tensor(1)
381,1,1,tensor(1)
382,1,1,tensor(0)
383,1,1,tensor(4)
384,1,1,tensor(2)
385,1,1,tensor(2)
386,1,1,tensor(1)
387,1,1,tensor(1)
388,1,1,tensor(1)
389,1,1,tensor(2)
390,1,1,tensor(0)
391,1,1,tensor(2)
392,1,1,tensor(1)
393,1,1,tensor(2)
394,1,1,tensor(1)
395,1,1,tensor(1)
396,1,1,tensor(1)
397,1,1,tensor(1)
398,1,1,tensor(1)
399,1,1,tensor(1)
400,1,1,tensor(1)
401,1,1,tensor(1)
402,1,1,tensor(1)
403,1,1,tensor(2)
404,1,1,tensor(0)
405,1,1,tensor(1)
406,1,1,tensor(1)
407,1,1,tensor(1)
408,1,1,tensor(2)
409,1,1,tensor(2)
410,1,1,tensor(1)
411,1,1,tensor(2)
412,1,1,tensor(1)
413,1,1,tensor(2)
414,1,1,tensor(1)
415,1,1,tensor(1)
416,1,1,tensor(0)
417,1,1,tensor(1)
418,1,1,tensor(0)
419,1,1,tensor(1)
420,1,1,tensor(1)
421,1,1,tensor(1)
422,1,1,tensor(1)
423,1,1,tensor(1)
424,1,1,tensor(0)
425,1,1,tensor(1)
426,1,1,tensor(1)
427,1,1,tensor(1)
428,1,1,tensor(1)
429,1,1,tensor(1)
430,1,1,tensor(1)
431,1,1,tensor(2)
432,1,1,tensor(1)
433,1,1,tensor(1)
434,1,1,tensor(3)
435,1,1,tensor(1)
436,1,1,tensor(0)
437,1,1,tensor(1)
438,1,1,tensor(1)
439,1,1,tensor(1)
440,1,1,tensor(1)
441,1,1,tensor(1)
442,1,1,tensor(1)
443,1,1,tensor(0)
444,1,1,tensor(1)
445,1,1,tensor(1)
446,1,1,tensor(0)
447,1,1,tensor(1)
448,1,1,tensor(1)
449,1,1,tensor(1)
450,1,1,tensor(1)
451,1,1,tensor(1)
452,1,1,tensor(1)
453,1,1,tensor(0)
454,1,1,tensor(2)
455,1,1,tensor(2)
456,1,1,tensor(0)
457,1,1,tensor(1)
458,1,1,tensor(1)
459,1,1,tensor(1)
460,1,1,tensor(2)
461,1,1,tensor(4)
462,1,1,tensor(4)
463,1,1,tensor(2)
464,1,1,tensor(1)
465,1,1,tensor(2)
466,1,1,tensor(1)
467,1,1,tensor(1)
468,1,1,tensor(1)
469,1,1,tensor(1)
470,1,1,tensor(4)
471,1,1,tensor(1)
472,1,1,tensor(1)
473,1,1,tensor(4)
474,1,1,tensor(2)
475,1,1,tensor(1)
476,1,1,tensor(1)
477,1,1,tensor(1)
478,1,1,tensor(1)
479,1,1,tensor(1)
480,1,1,tensor(0)
481,1,1,tensor(1)
482,1,1,tensor(0)
483,1,1,tensor(1)
484,1,1,tensor(1)
485,1,1,tensor(1)
486,1,1,tensor(1)
487,1,1,tensor(2)
488,1,1,tensor(0)
489,1,1,tensor(2)
490,1,1,tensor(1)
491,1,1,tensor(1)
492,1,1,tensor(1)
493,1,1,tensor(4)
494,1,1,tensor(4)
495,1,1,tensor(1)
496,1,1,tensor(1)
497,1,1,tensor(3)
498,1,1,tensor(1)
499,1,1,tensor(0)
500,1,1,tensor(3)
501,1,1,tensor(1)
502,1,1,tensor(2)
503,1,1,tensor(0)
504,1,1,tensor(4)
505,1,1,tensor(1)
506,1,1,tensor(1)
507,1,1,tensor(2)
508,1,1,tensor(1)
509,1,1,tensor(2)
510,1,1,tensor(1)
511,1,1,tensor(1)
512,1,1,tensor(1)
513,1,1,tensor(1)
514,1,1,tensor(2)
515,1,1,tensor(1)
516,1,1,tensor(2)
517,1,1,tensor(4)
518,1,1,tensor(4)
519,1,1,tensor(0)
520,1,1,tensor(2)
521,1,1,tensor(4)
522,1,1,tensor(1)
523,1,1,tensor(2)
524,1,1,tensor(1)
525,1,1,tensor(2)
526,1,1,tensor(1)
527,1,1,tensor(1)
528,1,1,tensor(2)
529,1,1,tensor(1)
530,1,1,tensor(1)
531,1,1,tensor(2)
532,1,1,tensor(4)
533,1,1,tensor(1)
534,1,1,tensor(1)
535,1,1,tensor(1)
536,1,1,tensor(1)
537,1,1,tensor(0)
538,1,1,tensor(2)
539,1,1,tensor(1)
540,1,1,tensor(2)
541,1,1,tensor(1)
542,1,1,tensor(2)
543,1,1,tensor(4)
544,1,1,tensor(1)
545,1,1,tensor(4)
546,1,1,tensor(1)
547,1,1,tensor(1)
548,1,1,tensor(1)
549,1,1,tensor(2)
550,1,1,tensor(1)
551,1,1,tensor(1)
552,1,1,tensor(1)
553,1,1,tensor(2)
554,1,1,tensor(1)
555,1,1,tensor(1)
556,1,1,tensor(1)
557,1,1,tensor(1)
558,1,1,tensor(1)
559,1,1,tensor(1)
560,1,1,tensor(1)
561,1,1,tensor(1)
562,1,1,tensor(1)
563,1,1,tensor(1)
564,1,1,tensor(0)
565,1,1,tensor(0)
566,1,1,tensor(1)
567,1,1,tensor(2)
568,1,1,tensor(3)
569,1,1,tensor(0)
570,1,1,tensor(1)
571,1,1,tensor(2)
572,1,1,tensor(1)
573,1,1,tensor(1)
574,1,1,tensor(1)
575,1,1,tensor(0)
576,1,1,tensor(1)
577,1,1,tensor(1)
578,1,1,tensor(1)
579,1,1,tensor(1)
580,1,1,tensor(3)
581,1,1,tensor(1)
582,1,1,tensor(1)
583,1,1,tensor(4)
584,1,1,tensor(3)
585,1,1,tensor(1)
586,1,1,tensor(4)
587,1,1,tensor(1)
588,1,1,tensor(1)
589,1,1,tensor(1)
590,1,1,tensor(4)
591,1,1,tensor(1)
592,1,1,tensor(1)
593,1,1,tensor(2)
594,1,1,tensor(1)
595,1,1,tensor(1)
596,1,1,tensor(1)
597,1,1,tensor(3)
598,1,1,tensor(2)
599,1,1,tensor(0)
600,1,1,tensor(1)
601,1,1,tensor(2)
602,1,1,tensor(0)
603,1,1,tensor(1)
604,1,1,tensor(1)
605,1,1,tensor(1)
606,1,1,tensor(0)
607,1,1,tensor(0)
608,1,1,tensor(2)
609,1,1,tensor(2)
610,1,1,tensor(0)
611,1,1,tensor(1)
612,1,1,tensor(4)
613,1,1,tensor(1)
614,1,1,tensor(1)
615,1,1,tensor(4)
616,1,1,tensor(4)
617,1,1,tensor(1)
618,1,1,tensor(2)
619,1,1,tensor(1)
620,1,1,tensor(4)
621,1,1,tensor(1)
622,1,1,tensor(2)
623,1,1,tensor(1)
624,1,1,tensor(1)
625,1,1,tensor(1)
626,1,1,tensor(0)
627,1,1,tensor(1)
628,1,1,tensor(0)
629,1,1,tensor(1)
630,1,1,tensor(1)
631,1,1,tensor(4)
632,1,1,tensor(0)
633,1,1,tensor(0)
634,1,1,tensor(1)
635,1,1,tensor(1)
636,1,1,tensor(4)
637,1,1,tensor(1)
638,1,1,tensor(1)
639,1,1,tensor(1)
640,1,2,tensor(1)
641,1,2,tensor(2)
642,1,2,tensor(2)
643,1,2,tensor(2)
644,1,2,tensor(1)
645,1,2,tensor(1)
646,1,2,tensor(1)
647,1,2,tensor(4)
648,1,2,tensor(1)
649,1,2,tensor(0)
650,1,2,tensor(2)
651,1,2,tensor(1)
652,1,2,tensor(4)
653,1,2,tensor(4)
654,1,2,tensor(4)
655,1,2,tensor(1)
656,1,2,tensor(1)
657,1,2,tensor(4)
658,1,2,tensor(1)
659,1,2,tensor(1)
660,1,2,tensor(1)
661,1,2,tensor(4)
662,1,2,tensor(1)
663,1,2,tensor(1)
664,1,2,tensor(1)
665,1,2,tensor(1)
666,1,2,tensor(1)
667,1,2,tensor(0)
668,1,2,tensor(1)
669,1,2,tensor(1)
670,1,2,tensor(1)
671,1,2,tensor(1)
672,1,2,tensor(1)
673,1,2,tensor(2)
674,1,2,tensor(2)
675,1,2,tensor(0)
676,1,2,tensor(2)
677,1,2,tensor(2)
678,1,2,tensor(4)
679,1,2,tensor(0)
680,1,2,tensor(2)
681,1,2,tensor(1)
682,1,2,tensor(4)
683,1,2,tensor(2)
684,1,2,tensor(1)
685,1,2,tensor(1)
686,1,2,tensor(1)
687,1,2,tensor(1)
688,1,2,tensor(4)
689,1,2,tensor(4)
690,1,2,tensor(1)
691,1,2,tensor(1)
692,1,2,tensor(1)
693,1,2,tensor(1)
694,1,2,tensor(1)
695,1,2,tensor(1)
696,1,2,tensor(2)
697,1,2,tensor(2)
698,1,2,tensor(1)
699,1,2,tensor(4)
700,1,2,tensor(2)
701,1,2,tensor(1)
702,1,2,tensor(1)
703,1,2,tensor(4)
704,1,2,tensor(1)
705,1,2,tensor(1)
706,1,2,tensor(3)
707,1,2,tensor(1)
708,1,2,tensor(1)
709,1,2,tensor(1)
710,1,2,tensor(2)
711,1,2,tensor(1)
712,1,2,tensor(4)
713,1,2,tensor(0)
714,1,2,tensor(4)
715,1,2,tensor(0)
716,1,2,tensor(1)
717,1,2,tensor(1)
718,1,2,tensor(4)
719,1,2,tensor(2)
720,1,2,tensor(1)
721,1,2,tensor(1)
722,1,2,tensor(2)
723,1,2,tensor(0)
724,1,2,tensor(2)
725,1,2,tensor(1)
726,1,2,tensor(1)
727,1,2,tensor(1)
728,1,2,tensor(0)
729,1,2,tensor(0)
730,1,2,tensor(2)
731,1,2,tensor(1)
732,1,2,tensor(2)
733,1,2,tensor(1)
734,1,2,tensor(0)
735,1,2,tensor(1)
736,1,2,tensor(0)
737,1,2,tensor(1)
738,1,2,tensor(1)
739,1,2,tensor(2)
740,1,2,tensor(4)
741,1,2,tensor(1)
742,1,2,tensor(0)
743,1,2,tensor(1)
744,1,2,tensor(1)
745,1,2,tensor(1)
746,1,2,tensor(2)
747,1,2,tensor(2)
748,1,2,tensor(1)
749,1,2,tensor(1)
750,1,2,tensor(0)
751,1,2,tensor(1)
752,1,2,tensor(3)
753,1,2,tensor(1)
754,1,2,tensor(2)
755,1,2,tensor(1)
756,1,2,tensor(4)
757,1,2,tensor(0)
758,1,2,tensor(0)
759,1,2,tensor(1)
760,1,2,tensor(1)
761,1,2,tensor(0)
762,1,2,tensor(1)
763,1,2,tensor(1)
764,1,2,tensor(2)
765,1,2,tensor(1)
766,1,2,tensor(1)
767,1,2,tensor(1)
768,1,2,tensor(4)
769,1,2,tensor(1)
770,1,2,tensor(2)
771,1,2,tensor(1)
772,1,2,tensor(1)
773,1,2,tensor(2)
774,1,2,tensor(0)
775,1,2,tensor(4)
776,1,2,tensor(4)
777,1,2,tensor(1)
778,1,2,tensor(2)
779,1,2,tensor(1)
780,1,2,tensor(1)
781,1,2,tensor(1)
782,1,2,tensor(1)
783,1,2,tensor(3)
784,1,2,tensor(4)
785,1,2,tensor(1)
786,1,2,tensor(1)
787,1,2,tensor(1)
788,1,2,tensor(2)
789,1,2,tensor(2)
790,1,2,tensor(1)
791,1,2,tensor(4)
792,1,2,tensor(1)
793,1,2,tensor(1)
794,1,2,tensor(4)
795,1,2,tensor(2)
796,1,2,tensor(4)
797,1,2,tensor(1)
798,1,2,tensor(2)
799,1,2,tensor(1)
800,1,2,tensor(1)
801,1,2,tensor(2)
802,1,2,tensor(1)
803,1,2,tensor(0)
804,1,2,tensor(1)
805,1,2,tensor(1)
806,1,2,tensor(1)
807,1,2,tensor(1)
808,1,2,tensor(4)
809,1,2,tensor(2)
810,1,2,tensor(2)
811,1,2,tensor(4)
812,1,2,tensor(1)
813,1,2,tensor(4)
814,1,2,tensor(1)
815,1,2,tensor(0)
816,1,2,tensor(1)
817,1,2,tensor(1)
818,1,2,tensor(2)
819,1,2,tensor(4)
820,1,2,tensor(1)
821,1,2,tensor(2)
822,1,2,tensor(2)
823,1,2,tensor(1)
824,1,2,tensor(0)
825,1,2,tensor(1)
826,1,2,tensor(0)
827,1,2,tensor(1)
828,1,2,tensor(4)
829,1,2,tensor(3)
830,1,2,tensor(2)
831,1,2,tensor(1)
832,1,2,tensor(4)
833,1,2,tensor(1)
834,1,2,tensor(1)
835,1,2,tensor(1)
836,1,2,tensor(2)
837,1,2,tensor(1)
838,1,2,tensor(3)
839,1,2,tensor(0)
840,1,2,tensor(1)
841,1,2,tensor(2)
842,1,2,tensor(1)
843,1,2,tensor(2)
844,1,2,tensor(1)
845,1,2,tensor(1)
846,1,2,tensor(1)
847,1,2,tensor(1)
848,1,2,tensor(1)
849,1,2,tensor(1)
850,1,2,tensor(1)
851,1,2,tensor(3)
852,1,2,tensor(1)
853,1,2,tensor(1)
854,1,2,tensor(1)
855,1,2,tensor(0)
856,1,2,tensor(1)
857,1,2,tensor(0)
858,1,2,tensor(0)
859,1,2,tensor(2)
860,1,2,tensor(1)
861,1,2,tensor(1)
862,1,2,tensor(0)
863,1,2,tensor(1)
864,1,2,tensor(1)
865,1,2,tensor(1)
866,1,2,tensor(2)
867,1,2,tensor(2)
868,1,2,tensor(2)
869,1,2,tensor(4)
870,1,2,tensor(2)
871,1,2,tensor(1)
872,1,2,tensor(1)
873,1,2,tensor(4)
874,1,2,tensor(1)
875,1,2,tensor(4)
876,1,2,tensor(1)
877,1,2,tensor(3)
878,1,2,tensor(1)
879,1,2,tensor(4)
880,1,2,tensor(2)
881,1,2,tensor(1)
882,1,2,tensor(1)
883,1,2,tensor(1)
884,1,2,tensor(1)
885,1,2,tensor(3)
886,1,2,tensor(3)
887,1,2,tensor(1)
888,1,2,tensor(2)
889,1,2,tensor(0)
890,1,2,tensor(2)
891,1,2,tensor(1)
892,1,2,tensor(1)
893,1,2,tensor(1)
894,1,2,tensor(1)
895,1,2,tensor(4)
896,1,2,tensor(1)
897,1,2,tensor(2)
898,1,2,tensor(2)
899,1,2,tensor(1)
900,1,2,tensor(2)
901,1,2,tensor(1)
902,1,2,tensor(2)
903,1,2,tensor(1)
904,1,2,tensor(1)
905,1,2,tensor(1)
906,1,2,tensor(3)
907,1,2,tensor(4)
908,1,2,tensor(1)
909,1,2,tensor(2)
910,1,2,tensor(2)
911,1,2,tensor(1)
912,1,2,tensor(1)
913,1,2,tensor(1)
914,1,2,tensor(1)
915,1,2,tensor(1)
916,1,2,tensor(4)
917,1,2,tensor(3)
918,1,2,tensor(1)
919,1,2,tensor(2)
920,1,2,tensor(3)
921,1,2,tensor(2)
922,1,2,tensor(1)
923,1,2,tensor(0)
924,1,2,tensor(2)
925,1,2,tensor(1)
926,1,2,tensor(1)
927,1,2,tensor(1)
928,1,2,tensor(1)
929,1,2,tensor(1)
930,1,2,tensor(4)
931,1,2,tensor(1)
932,1,2,tensor(2)
933,1,2,tensor(1)
934,1,2,tensor(1)
935,1,2,tensor(1)
936,1,2,tensor(2)
937,1,2,tensor(1)
938,1,2,tensor(1)
939,1,2,tensor(0)
940,1,2,tensor(1)
941,1,2,tensor(1)
942,1,2,tensor(3)
943,1,2,tensor(1)
944,1,2,tensor(1)
945,1,2,tensor(2)
946,1,2,tensor(0)
947,1,2,tensor(1)
948,1,2,tensor(2)
949,1,2,tensor(4)
950,1,2,tensor(4)
951,1,2,tensor(1)
952,1,2,tensor(1)
953,1,2,tensor(4)
954,1,2,tensor(1)
955,1,2,tensor(2)
956,1,2,tensor(2)
957,1,2,tensor(1)
958,1,2,tensor(1)
959,1,2,tensor(0)
960,1,3,tensor(1)
961,1,3,tensor(4)
962,1,3,tensor(2)
963,1,3,tensor(1)
964,1,3,tensor(1)
965,1,3,tensor(2)
966,1,3,tensor(2)
967,1,3,tensor(1)
968,1,3,tensor(1)
969,1,3,tensor(3)
970,1,3,tensor(2)
971,1,3,tensor(0)
972,1,3,tensor(0)
973,1,3,tensor(1)
974,1,3,tensor(1)
975,1,3,tensor(1)
976,1,3,tensor(1)
977,1,3,tensor(1)
978,1,3,tensor(4)
979,1,3,tensor(2)
980,1,3,tensor(1)
981,1,3,tensor(0)
982,1,3,tensor(1)
983,1,3,tensor(1)
984,1,3,tensor(0)
985,1,3,tensor(1)
986,1,3,tensor(3)
987,1,3,tensor(1)
988,1,3,tensor(1)
989,1,3,tensor(2)
990,1,3,tensor(0)
991,1,3,tensor(4)
992,1,3,tensor(4)
993,1,3,tensor(1)
994,1,3,tensor(1)
995,1,3,tensor(1)
996,1,3,tensor(1)
997,1,3,tensor(2)
998,1,3,tensor(4)
999,1,3,tensor(4)
1000,1,3,tensor(2)
1001,1,3,tensor(1)
1002,1,3,tensor(4)
1003,1,3,tensor(4)
1004,1,3,tensor(1)
1005,1,3,tensor(1)
1006,1,3,tensor(0)
1007,1,3,tensor(1)
1008,1,3,tensor(4)
1009,1,3,tensor(2)
1010,1,3,tensor(4)
1011,1,3,tensor(0)
1012,1,3,tensor(2)
1013,1,3,tensor(1)
1014,1,3,tensor(3)
1015,1,3,tensor(3)
1016,1,3,tensor(1)
1017,1,3,tensor(0)
1018,1,3,tensor(1)
1019,1,3,tensor(3)
1020,1,3,tensor(1)
1021,1,3,tensor(0)
1022,1,3,tensor(1)
1023,1,3,tensor(2)
1024,1,3,tensor(1)
1025,1,3,tensor(4)
1026,1,3,tensor(1)
1027,1,3,tensor(2)
1028,1,3,tensor(4)
1029,1,3,tensor(0)
1030,1,3,tensor(4)
1031,1,3,tensor(2)
1032,1,3,tensor(1)
1033,1,3,tensor(2)
1034,1,3,tensor(1)
1035,1,3,tensor(4)
1036,1,3,tensor(0)
1037,1,3,tensor(1)
1038,1,3,tensor(1)
1039,1,3,tensor(1)
1040,1,3,tensor(4)
1041,1,3,tensor(1)
1042,1,3,tensor(2)
1043,1,3,tensor(1)
1044,1,3,tensor(4)
1045,1,3,tensor(1)
1046,1,3,tensor(4)
1047,1,3,tensor(1)
1048,1,3,tensor(1)
1049,1,3,tensor(0)
1050,1,3,tensor(1)
1051,1,3,tensor(2)
1052,1,3,tensor(1)
1053,1,3,tensor(4)
1054,1,3,tensor(1)
1055,1,3,tensor(4)
1056,1,3,tensor(1)
1057,1,3,tensor(1)
1058,1,3,tensor(0)
1059,1,3,tensor(4)
1060,1,3,tensor(4)
1061,1,3,tensor(1)
1062,1,3,tensor(1)
1063,1,3,tensor(1)
1064,1,3,tensor(1)
1065,1,3,tensor(4)
1066,1,3,tensor(1)
1067,1,3,tensor(4)
1068,1,3,tensor(1)
