index,epoch,gold_label,predicted_label,predicted_label q2 ffnn,correct q2 ffnn?,predicted_label,predicted_label q2 rnn,predicted_label,predicted_label q3 ffnn,predicted_label,predicted_label q3 rnn,predicted_label,predicted_label q1 ffnn,predicted_label,predicted_label q1 rnn,
95,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
96,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
97,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
98,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,
99,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
100,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
101,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
102,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
103,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
104,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
105,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
106,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
107,1,0,tensor(2),2,0,tensor(3),3,tensor(3),3,tensor(0),0,tensor(2),2,tensor(2),2,
108,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
109,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
110,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
111,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
112,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
113,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
114,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
115,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
116,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
117,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
118,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
119,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
120,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
121,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
122,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
123,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
124,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
125,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
126,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
127,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
128,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
129,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
130,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
131,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
132,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
133,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(2),2,tensor(0),0,tensor(3),3,
134,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
135,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
136,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
137,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
138,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
139,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
140,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
141,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
142,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
143,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(3),3,tensor(0),0,tensor(0),0,
144,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
145,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(4),4,tensor(0),0,tensor(2),2,
146,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
147,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
148,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
149,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
150,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
151,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
152,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
153,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
154,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
155,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
156,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
157,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
158,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
159,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
160,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
161,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
162,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
163,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
164,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
165,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(0),0,tensor(0),0,tensor(2),2,
166,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
167,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
168,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
169,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
170,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
171,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
172,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
173,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
174,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
175,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
176,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
177,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
178,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
179,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
180,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(3),3,
181,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
182,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
183,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
184,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
185,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
186,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
187,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
188,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
189,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
190,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
191,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
192,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
193,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
194,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
195,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
196,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
197,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
198,1,0,tensor(0),0,1,tensor(2),2,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
199,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
200,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(3),3,
201,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
202,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
203,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
204,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
205,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
206,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
207,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
208,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(0),0,tensor(0),0,tensor(0),0,
209,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(0),0,tensor(0),0,tensor(4),4,
210,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
211,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
212,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
213,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
214,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
215,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
216,1,0,tensor(0),0,1,tensor(3),3,tensor(0),0,tensor(3),3,tensor(0),0,tensor(3),3,
217,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
218,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,
219,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
220,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
221,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
222,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
223,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
224,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
225,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(2),2,
226,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
227,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
228,1,0,tensor(0),0,1,tensor(0),0,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
229,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(0),0,
230,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
231,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(2),2,
232,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
233,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
234,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(2),2,tensor(0),0,tensor(0),0,
235,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
236,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
237,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
238,1,0,tensor(0),0,1,tensor(1),1,tensor(0),0,tensor(1),1,tensor(0),0,tensor(0),0,
239,1,0,tensor(0),0,1,tensor(4),4,tensor(0),0,tensor(4),4,tensor(0),0,tensor(4),4,
